Date,Part,Sales
03/29/2024,Part_3,0.31441526
03/30/2024,Part_3,3.41932911
03/31/2024,Part_3,-0.11807022
04/01/2024,Part_3,2.965180471
04/02/2024,Part_3,0.279954669
04/03/2024,Part_3,1.973607104
04/04/2024,Part_3,0.456525227
04/05/2024,Part_3,1.264609663
04/06/2024,Part_3,0.029082415
04/07/2024,Part_3,2.292697369
04/08/2024,Part_3,-1.358958401
04/09/2024,Part_3,0.357750375
04/10/2024,Part_3,1.356005771
04/11/2024,Part_3,-3.54531265
04/12/2024,Part_3,-0.399523803
04/13/2024,Part_3,1.634638661
04/14/2024,Part_3,-2.836644875
04/15/2024,Part_3,2.377186137
04/16/2024,Part_3,-3.09679862
04/17/2024,Part_3,-1.027960592
04/18/2024,Part_3,2.065153792
04/19/2024,Part_3,-0.919225101
04/20/2024,Part_3,0.072641277
04/21/2024,Part_3,-1.086669865
04/22/2024,Part_3,-1.684597239
04/23/2024,Part_3,3.071290638
04/24/2024,Part_3,-1.660741429
04/25/2024,Part_3,1.795615329
04/26/2024,Part_3,1.059198464
04/27/2024,Part_3,-0.025464195
04/28/2024,Part_3,1.97433251
04/29/2024,Part_3,1.602252063
04/30/2024,Part_3,0.793777314
05/01/2024,Part_3,-0.136267868
05/02/2024,Part_3,2.691763726
05/03/2024,Part_3,2.233390769
05/04/2024,Part_3,-0.94415589
05/05/2024,Part_3,1.459336211
05/06/2024,Part_3,0.439636551
05/07/2024,Part_3,2.801744176
05/08/2024,Part_3,-0.876968971
05/09/2024,Part_3,-0.182159816
05/10/2024,Part_3,-1.302533473
05/11/2024,Part_3,0.994762374
05/12/2024,Part_3,-1.690379718
05/13/2024,Part_3,0.100920173
05/14/2024,Part_3,-1.361801398
05/15/2024,Part_3,0.572720919
05/16/2024,Part_3,-0.839400932
05/17/2024,Part_3,-1.479014333
05/18/2024,Part_3,-0.000937578
05/19/2024,Part_3,-1.965866087
05/20/2024,Part_3,-0.712598976
05/21/2024,Part_3,1.805493731
05/22/2024,Part_3,-0.190045101
05/23/2024,Part_3,0.768357942
05/24/2024,Part_3,2.265440233
05/25/2024,Part_3,-0.713509725
05/26/2024,Part_3,-0.942898821
05/27/2024,Part_3,3.106636379
05/28/2024,Part_3,-1.227680653
05/29/2024,Part_3,2.148447567
05/30/2024,Part_3,1.732901454
05/31/2024,Part_3,3.121142781
06/01/2024,Part_3,-1.163972782
06/02/2024,Part_3,1.123559329
06/03/2024,Part_3,1.80478388
06/04/2024,Part_3,0.34937713
06/05/2024,Part_3,2.515269771
06/06/2024,Part_3,-1.689240535
06/07/2024,Part_3,0.232462856
06/08/2024,Part_3,0.792321712
06/09/2024,Part_3,-0.185367969
06/10/2024,Part_3,2.113161613
06/11/2024,Part_3,-1.456909113
06/12/2024,Part_3,-1.467112612
06/13/2024,Part_3,-2.007111522
06/14/2024,Part_3,1.330240041
06/15/2024,Part_3,-2.584136778
06/16/2024,Part_3,-1.238680511
06/17/2024,Part_3,2.127557843
06/18/2024,Part_3,-1.347885046
06/19/2024,Part_3,0.28951332
06/20/2024,Part_3,-0.727286733
06/21/2024,Part_3,0.620776064
06/22/2024,Part_3,-1.207856205
06/23/2024,Part_3,0.134109647
06/24/2024,Part_3,2.440992923
06/25/2024,Part_3,-0.570601291
06/26/2024,Part_3,1.190657752
06/27/2024,Part_3,1.43926032
06/28/2024,Part_3,1.767136424
06/29/2024,Part_3,0.968085384
06/30/2024,Part_3,0.318601072
07/01/2024,Part_3,2.025457652
07/02/2024,Part_3,-0.374541703
07/03/2024,Part_3,3.925432469
07/04/2024,Part_3,-1.312886215
07/05/2024,Part_3,1.222829879
07/06/2024,Part_3,1.673875314
07/07/2024,Part_3,-0.491728076
07/08/2024,Part_3,2.365250696
07/09/2024,Part_3,-2.961027068
07/10/2024,Part_3,1.245504888
07/11/2024,Part_3,-0.783131554
07/12/2024,Part_3,-1.734053726
07/13/2024,Part_3,0.997245397
07/14/2024,Part_3,-1.434381446
07/15/2024,Part_3,0.203778428
07/16/2024,Part_3,-0.642411159
07/17/2024,Part_3,0.734488749
07/18/2024,Part_3,-1.303505866
07/19/2024,Part_3,-2.020112679
07/20/2024,Part_3,0.004647098
07/21/2024,Part_3,1.421711878
07/22/2024,Part_3,-0.144395865
07/23/2024,Part_3,0.502194691
07/24/2024,Part_3,-1.531932008
07/25/2024,Part_3,2.507032811
07/26/2024,Part_3,0.363093081
07/27/2024,Part_3,2.223198554
07/28/2024,Part_3,0.916049773
07/29/2024,Part_3,2.347887752
07/30/2024,Part_3,0.746597761
07/31/2024,Part_3,1.763234508
08/01/2024,Part_3,-0.047504013
08/02/2024,Part_3,0.598770707
08/03/2024,Part_3,1.448799454
08/04/2024,Part_3,1.118184842
08/05/2024,Part_3,0.913499045
08/06/2024,Part_3,2.180157215
08/07/2024,Part_3,-2.218892998
08/08/2024,Part_3,-1.038843411
08/09/2024,Part_3,0.295560333
08/10/2024,Part_3,-0.594412065
08/11/2024,Part_3,0.339834402
08/12/2024,Part_3,-2.71640325
08/13/2024,Part_3,0.864500555
08/14/2024,Part_3,-0.64631391
08/15/2024,Part_3,-0.618450263
08/16/2024,Part_3,-1.434740151
08/17/2024,Part_3,-0.117403527
08/18/2024,Part_3,-1.500542071
08/19/2024,Part_3,0.805585463
08/20/2024,Part_3,0.033131512
08/21/2024,Part_3,1.258911522
08/22/2024,Part_3,-1.054905583
08/23/2024,Part_3,2.662536096
08/24/2024,Part_3,1.627689334
08/25/2024,Part_3,-2.487671704
08/26/2024,Part_3,3.701486802
08/27/2024,Part_3,1.544774066
08/28/2024,Part_3,0.025213394
08/29/2024,Part_3,1.579723665
08/30/2024,Part_3,1.558515998
08/31/2024,Part_3,1.040332744
09/01/2024,Part_3,1.065575776
09/02/2024,Part_3,-0.452587946
09/03/2024,Part_3,3.553490934
09/04/2024,Part_3,0.444613923
09/05/2024,Part_3,-1.592982851
09/06/2024,Part_3,-0.570386964
09/07/2024,Part_3,1.862333642
09/08/2024,Part_3,-1.411255738
09/09/2024,Part_3,0.240943267
09/10/2024,Part_3,-1.066524627
09/11/2024,Part_3,0.316742407
09/12/2024,Part_3,-0.736348062
09/13/2024,Part_3,-2.159904976
09/14/2024,Part_3,-1.351891338
09/15/2024,Part_3,-0.804817488
09/16/2024,Part_3,1.716519911
09/17/2024,Part_3,-2.113641528
09/18/2024,Part_3,0.556887341
09/19/2024,Part_3,-0.00682458
09/20/2024,Part_3,0.843746742
09/21/2024,Part_3,-1.366385614
09/22/2024,Part_3,2.850213965
09/23/2024,Part_3,1.249515319
09/24/2024,Part_3,0.641328929
09/25/2024,Part_3,0.805934787
09/26/2024,Part_3,1.702411099
09/27/2024,Part_3,1.641204633
09/28/2024,Part_3,-1.832080648
09/29/2024,Part_3,6.022629826
09/30/2024,Part_3,-0.360575939
10/01/2024,Part_3,0.034295961
10/02/2024,Part_3,1.175858099
10/03/2024,Part_3,1.609850715
10/04/2024,Part_3,-0.092518821
10/05/2024,Part_3,-1.614580529
10/06/2024,Part_3,4.177850434
10/07/2024,Part_3,-2.300189081
10/08/2024,Part_3,0.816310477
10/09/2024,Part_3,-2.189020425
10/10/2024,Part_3,1.623183856
10/11/2024,Part_3,-1.944158127
10/12/2024,Part_3,-0.417058309
10/13/2024,Part_3,-2.393655655
10/14/2024,Part_3,1.562273895
10/15/2024,Part_3,-1.126570171
10/16/2024,Part_3,0.135230199
10/17/2024,Part_3,-2.244336681
10/18/2024,Part_3,0.021904879
10/19/2024,Part_3,2.867616921
10/20/2024,Part_3,-3.06393252
10/21/2024,Part_3,1.441393017
10/22/2024,Part_3,1.997996626
10/23/2024,Part_3,-0.124763503
10/24/2024,Part_3,1.562026578
10/25/2024,Part_3,0.222840337
10/26/2024,Part_3,2.063629678
10/27/2024,Part_3,-0.337024285
10/28/2024,Part_3,4.304215985
10/29/2024,Part_3,-0.482169963
10/30/2024,Part_3,0.643228887
10/31/2024,Part_3,2.423359152
11/01/2024,Part_3,-0.212699978
11/02/2024,Part_3,-0.148383121
11/03/2024,Part_3,0.504867861
11/04/2024,Part_3,2.340490658
11/05/2024,Part_3,-0.770673486
11/06/2024,Part_3,-0.099283684
11/07/2024,Part_3,0.897042474
11/08/2024,Part_3,-2.681367481
11/09/2024,Part_3,-0.20909499
11/10/2024,Part_3,-0.348326818
11/11/2024,Part_3,-0.260327056
11/12/2024,Part_3,-0.876081495
11/13/2024,Part_3,-0.938840502
11/14/2024,Part_3,-0.379982256
11/15/2024,Part_3,-0.52247674
11/16/2024,Part_3,-0.926702004
11/17/2024,Part_3,-0.218544163
11/18/2024,Part_3,1.170182451
11/19/2024,Part_3,-0.865431441
11/20/2024,Part_3,0.250886719
11/21/2024,Part_3,1.570218571
11/22/2024,Part_3,1.069028126
11/23/2024,Part_3,3.491188379
11/24/2024,Part_3,-1.756180727
11/25/2024,Part_3,2.942085762
11/26/2024,Part_3,1.143486063
11/27/2024,Part_3,-0.596574835
11/28/2024,Part_3,3.256322694
11/29/2024,Part_3,-0.751890572
11/30/2024,Part_3,-0.398493732
12/01/2024,Part_3,4.179894654
12/02/2024,Part_3,-1.637054545
12/03/2024,Part_3,2.724151941
12/04/2024,Part_3,-0.83494536
12/05/2024,Part_3,2.426234799
12/06/2024,Part_3,-0.716196959
12/07/2024,Part_3,-1.836298095
12/08/2024,Part_3,-0.711249673
12/09/2024,Part_3,-1.131482838
12/10/2024,Part_3,0.07903001
12/11/2024,Part_3,-0.578991317
12/12/2024,Part_3,-0.823896503
12/13/2024,Part_3,-0.172727362
12/14/2024,Part_3,-0.183425404
12/15/2024,Part_3,-0.705664907
12/16/2024,Part_3,-1.428201272
12/17/2024,Part_3,-0.798803112
12/18/2024,Part_3,2.884996427
12/19/2024,Part_3,-1.753981033
12/20/2024,Part_3,0.55448248
12/21/2024,Part_3,0.85625985
12/22/2024,Part_3,-0.407477346
12/23/2024,Part_3,2.441893412
12/24/2024,Part_3,1.203561236
12/25/2024,Part_3,2.394138874
12/26/2024,Part_3,1.417657305
12/27/2024,Part_3,0.644872194
12/28/2024,Part_3,2.222202246
12/29/2024,Part_3,0.613359656
12/30/2024,Part_3,0.721150771
12/31/2024,Part_3,0
